V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2678.9697442875067,2110.373253059428,3141.7767618313483,3059.198636831386,890.6021456033069,322.00565437522766,1353.4091631471483,2870.831038147186,702.2345469191067,133.63805569102752,1165.0415644629481,2113.8669482349064,1545.270457006827,2576.6739657787484
2688.903611831786,2455.3321832603456,2577.257078218345,743.6856496469053,510.11422107546525,1876.542792504025,2232.0391160334657,398.46768746202525,164.896258890585,1531.3248303191447,1653.249725277145,1419.678296705705,2786.1068681342645,999
2381.4791616392163,2114.3871735086564,2502.5845028854956,635.4925147549359,368.40052662437597,1701.308538493816,2356.5978560012154,489.5058678706557,222.41387974009584,1555.321891609536,1943.5192209863756,1676.4272328558156,3009.335244725255,999
2808.1833568657257,1229.4448247556065,1250.7062926454873,2871.9677605353677,1783.9603064070056,205.2217742968865,226.48324218676734,1847.744710076648,2359.737255948286,780.9987238381666,802.2601917280473,2423.521659617928,2956.7756733794467,2978.037141269327
2842.249232551609,1526.2086234145702,1810.1680142775306,1493.3961234145293,177.35551427748962,461.31490514045015,2345.2742960034097,1744.543014277449,428.5024051404091,712.4617960033694,2596.42118686633,2279.649296003328,2563.6086868662883,999
2020.2368168434089,1780.4857794990096,3140.7347421546096,2339.7129579222483,499.961920577849,260.2108832334498,1620.4598458890505,2419.438061656688,579.6870243122895,339.9359869678902,1700.1849496234909,2259.41212804673,2019.6610907023305,3379.9100533579317
2529.2759211411517,1264.486764514672,1599.697607888192,1372.1533684303113,107.36421180383162,442.5750551773518,2377.7858985508715,1815.0308157194713,550.2416590929913,885.4525024665115,2820.663345840031,2593.1191063821507,2928.329949755672,999
2798.400641751971,2047.0296740100503,2895.658706268129,1039.4691901390513,288.09822239713077,1136.7272546552101,3231.908706268053,880.5377385261318,129.16677078421117,977.7958030422907,2321.6062869132124,1570.2353191712914,2418.8643514293717,999
1542.279299144895,172.24433410993558,402.2093690749758,2232.174404040016,2817.9283376064336,1447.8933725714742,1677.858407536514,999,999,999,999,999,999,999
3058.5431405116146,832.1305844578147,205.7180284040144,1179.3054723502141,2424.699250377097,1798.286694323297,2771.874138269497,999,999,999,999,999,999,999
2350.6440586609633,434.29348394832317,117.94290923568357,1401.5923345230437,2771.8294034885503,855.4788287759111,539.1282540632717,1822.7776793506316,2876.6641736034994,2560.3135988908602,999,999,999,999
2894.3231254153643,1267.4220837486919,656.9012504153727,1646.3804170820536,2840.521042082018,630.0002087486996,19.479375415380655,1008.9585420820619,1592.5783337487078,982.0575004153885,1971.53666708207,999,999,999
2878.8714756965637,1636.644913196564,649.4574131965637,1262.2699131965635,1007.2308506965638,20.04335069656372,632.8558506965637,2845.6683506965637,1977.8167881965637,990.6292881965638,1603.4417881965637,999,999,999
1911.0159292377,269.50799272977935,228.00005622185915,1786.492119713939,2318.2183101900837,676.7103736821634,635.2024371742432,2193.6945006663227,2683.9127546345476,2642.4048181266276,999,999,999,999
3202.1474582015558,1323.431704776916,1044.715951352276,2366.0001979276362,2249.619632859076,370.9038794344357,92.18812600979595,1413.472372585156,2897.0918075165955,1018.3760540919557,739.6603006673159,2060.944547242676,3265.8482287494753,2987.1324753248364
2510.638465423926,1192.912561809484,1475.1866581950428,3357.4607545806007,1426.6851521709243,108.95924855648329,391.23334494204187,2273.507441327601,1942.7318389179243,625.0059353034828,907.2800316890415,2789.5541280745997,2741.0526220504826,3023.3267184360407
2270.5975895038623,1233.4547323611039,1796.311875218346,1098.0818332013419,60.93897605858398,623.7961189158262,2786.653261773068,1525.5660768988223,488.42321975606427,1051.2803626133064,3214.137505470548,2515.907463453545,3078.7646063107863,999
2245.003036170709,939.3333933134661,1233.6637504562239,3127.9941075989823,1386.6408709921484,80.97122813490638,375.3015852776641,2269.631942420422,2128.2787058135896,822.6090629563465,1116.9394200991042,3011.2697772418624,3164.246897777787,999
3143.1965955309784,2011.781501191496,2480.3664068520143,1427.6718313800181,296.2567370405367,764.8416427010553,2833.4265483615736,1312.1470672290586,180.7319728895772,649.3168785500957,2717.9017842106136,2796.6223030781,1665.2072087386177,2133.792114399136
2490.1523905216764,2079.3241696627565,3268.4959488038367,2751.003617515555,740.1753966566358,329.34717579771626,1518.5189549387965,2601.026623650515,590.198402791596,179.3701819326763,1368.541961073757,2040.221408926556,1629.3931880676362,2818.564967208716
3066.6208618927,2687.6208618927003,2943.3552368927,964.3552368927001,585.3552368927003,1806.3552368927008,2441.0896118926994,462.0896118927001,83.08961189270025,1304.0896118927005,1559.8239868927,1180.8239868927005,2401.8239868927003,999
3077.2075669811215,3203.322674894801,2286.301541801243,812.4166497149214,938.5317576286004,2664.6468655422796,1621.5106245350423,147.62573244872132,273.7408403624002,1999.8559482760793,2556.7197072688423,1082.834815182521,1208.9499230961999,2935.065031009879
2052.3660637217063,1500.3619314901873,2548.3577992586693,2827.2950409945443,675.2909087630266,123.28677653150814,1171.28264429999,3050.219886035866,898.215753804347,346.2116215728288,1394.2074893413105,2721.1405988456668,2169.136466614149,3217.1323343826307
2833.765229291231,1865.9362819227927,2498.107334554354,1195.9732885017518,228.1443411333129,860.315393764874,3092.4864463964345,1158.181347712272,190.3524003438332,822.5234529753942,3054.6945056069553,2720.389406922793,1752.5604595543534,2384.731512185915
3167.522183784009,2055.34625785801,1422.0056907284488,309.8297648024498,1276.4891976728888,164.31327174688988,2730.972704617329,1618.7967786913302,999,999,999,999,999,999
2464.0841954619373,2775.9263007251775,1786.9624849355382,498.8045901987782,810.6466954620184,2722.4888007252594,1421.6828796723785,133.52498493561873,445.367090198859,2357.2091954620987,2656.4032744092196,1368.2453796724592,1680.0874849356994,999
3073.004733468608,3088.7991259918463,2420.989546552847,836.7839390760868,852.5783315993261,2468.372724122565,1784.7687521603268,200.5631446835663,216.35753720680572,1832.151929730045,2748.547957767806,1164.342350291046,1180.1367428142853,2795.9311353375238
2629.8974134132477,2595.4373195165276,2285.9860284367287,651.5259345400086,617.0658406432887,2182.605746746569,1907.6145495634894,273.1544556667694,238.69436177004948,1804.23426787333,3129.2430706902505,1494.7829767935307,1460.3228828968106,3025.8627890000907
3152.297620292764,3206.3188128214806,1203.7613415571218,801.2038702927636,1998.6463990284053,2455.2250628214806,452.6675915571221,50.110120292763696,1247.552649028405,3304.13131282148,1301.5738415571223,899.0163702927636,2096.458899028406,3347.922620292764
2502.7649945656513,2757.4210792216504,1871.1595051477725,525.8155898037716,780.4716744597703,2635.1277591157686,1494.2101003858927,148.86618504189155,403.5222696978903,2258.178354353889,2717.260695624013,1371.9167802800118,1626.5728649360105,999
2587.631635135382,2820.3720197509037,1933.7854812891007,566.5258659046224,799.2662505201446,1512.6797120583403,145.4200966738625,378.1604812893846,2691.5739428275797,1324.3143274431027,1557.0547120586245,999,999,999
2896.7694197707597,2367.695345696759,3086.642104955881,957.5680308818803,428.49395680787904,2747.4407160670016,618.3666419930001,89.29256791899907,1879.16525310412,1350.0911790301193,999,999,999,999
2829.3207565258485,1607.2994799300884,1985.278203334328,1401.0352322097283,179.01395561396794,556.9926790182076,2534.9714024224477,1572.749707893608,350.7284312978477,728.7071547020872,2706.6858781063274,3344.464183577488,2122.442906981727,2500.421630385967
3336.3739187907354,2722.844507026014,1190.473183496615,576.9437717318946,1563.4143599671734,2858.1018599672175,644.5724482024958,31.043036437775065,1017.5136246730541,1698.6717129083765,1085.1423011436557,2071.612889378934,999,999
2523.2080590637106,2855.154961718589,1788.5495966743104,520.4964993291891,852.4434019840684,2784.3903046389473,1385.8380369397892,117.78493959466824,449.73184224954724,2381.6787449044264,2583.1264772052687,1315.0733798601473,1647.020282515026,999
2534.5932863737567,2504.788598873757,2240.0406740690764,610.2359865690768,580.4312990690767,2150.626611569077,1915.6833742643962,285.878686764396,256.0739992643959,1826.269311764396,3191.326074459716,1561.5213869597153,1531.7166994597155,3101.912011959715
2667.478170394168,2479.236412152407,2506.3002857788097,718.0585275370486,529.8167692952876,1941.5750110535262,2156.8806429216897,368.6388846799291,180.39712643816804,1592.155368196407,1619.2192418228096,1430.9774835810483,2842.7357253392875,999
2991.189654872073,1746.278337304475,706.649958926114,1267.0215805477528,1061.7386413585157,22.110262980154516,582.4818846017935,2742.8535062234328,1977.198945412556,937.5705670341949,1497.942188655834,999,999,999
1569.846943651477,1315.4879692925163,2661.128994933555,2246.3693795489185,392.0104051899574,137.65143083099645,1483.2924564720356,2668.5328410873985,814.1738667284374,559.8148923694765,1905.4559180105157,2836.337328266917,2581.9783539079567,999
2975.659049502321,1167.239238181562,958.8194268608024,2350.3996155400428,2126.9459009174016,318.52608959664144,110.106278275882,1501.6864669551223,2878.232752332481,1069.8129410117213,861.3931296909615,2252.973318370203,3212.6799811060414,999
2150.915458763753,2007.4700806125115,2246.333000780554,502.8876226293124,359.44224447807125,1815.9968663268303,2198.3051646461136,454.859786494872,311.4144083436309,1767.96903019239,2006.8319503604314,1863.3865722091905,3319.94119405795,999
2858.833994824028,1393.5308231822291,634.5009724359483,1475.4711216896676,3128.2276515404296,769.1978007941492,10.167950047868406,851.1380993015878,3292.108248555307,1744.8647784060695,985.8349276597886,1826.805076913508,999,999
2212.2514909457154,1298.1767578496365,1984.1020247535578,977.2692845399947,63.19455144391583,749.119818347837,3035.045085251758,1342.2870781342742,428.21234503819505,1114.1376119421163,3307.3048717285533,2393.230138632474,3079.155405536395,999
2744.8230624532202,1175.8063260515407,1206.7895896498596,2837.77285324818,1764.0385436247811,195.02180722310067,226.00507082142022,1856.9883344197397,2383.254024796341,814.2372883946607,845.2205519929805,2476.2038155912996,3033.4527695662205,3064.43603316454
2150.5010698511237,1007.3654766307624,1464.2298834104015,1188.165264766363,45.029671546002,501.894078325641,2558.7584851052807,1825.8294596816024,682.6938664612414,1139.5582732408805,3196.4226800205197,2920.3580613764816,3377.2224681561197,999
2380.9273564287587,2966.098296599719,1443.8814162577985,429.0523564287591,1014.2232965997197,3199.3942367706795,1092.0064162577987,77.17735642875908,662.3482965997197,2847.51923677068,2340.131416257799,1325.3023564287591,1910.4732965997196,999
3136.21544216785,3373.0662708971304,2181.8732460352508,818.7240747645303,1055.57490349381,2892.42573222309,1464.3818786319302,101.23270736121027,338.08353609049004,2174.9343648197696,2346.89051122861,983.7413399578901,1220.59216868717,3057.4429974164505
3278.867852552834,2363.7674464156703,906.9623922640302,1050.1573381123899,2793.35228396075,1591.8619861268662,135.05693197522595,278.2518778235857,2021.4468236719454,2419.9565258380617,963.1514716864218,1106.3464175347815,2849.5413633831413,999
2784.0635778961014,1401.5834191659412,1619.103260435781,1547.9437862294374,165.46362749927718,382.98346876911694,2200.503310038957,1911.8239945627734,529.3438358326132,746.863677102453,2564.383518372292,2493.2240441659496,2710.743885435789,999
2705.415172483738,2643.189738957737,2354.475866125339,692.2504325993383,630.0249990733379,2167.7995655473374,1941.3111262409388,279.08569271493866,216.86025918893822,1754.6348256629376,3128.1463863565396,1465.9209528305391,1403.6955193045387,2941.4700857785388
3049.7490501795855,1876.7257943656257,2303.7025385516663,1427.6887304121449,254.66547459818534,681.6422187842257,2708.6189629702667,1405.6284106447044,232.60515483074494,659.5818990167853,2686.5586432028254,2983.5680908772642,1810.5448350633046,2237.5215792493455
3051.436445355416,1893.1356641054151,745.9481641054153,1198.7606641054153,3251.573164105415,1187.6473828554153,40.459882855415344,493.27238285541534,2546.0848828554153,2082.159101605415,934.9716016054153,1387.7841016054156,999,999
2157.4116346571336,1219.4949679904526,1881.5783013237715,986.7866346571338,48.86996799045262,710.9533013237717,2973.03663465709,1416.1616346571334,478.24496799045255,1140.3283013237715,2507.6199679904526,3169.703301323771,999,999
2361.0115965159002,1000.4194912527412,1239.8273859895817,3079.235280726423,1461.8709715159007,101.27886625274122,340.6867609895817,2180.0946557264224,2162.7303465159007,802.1382412527411,1041.5461359895817,2880.9540307264224,3102.997616252741,3342.405510989582
2353.695138001092,2597.316461530493,1822.6461949864115,466.2675185158122,709.8888420452132,2553.510165574614,1535.218575501131,178.83989903053194,422.46122255993276,2266.082546089334,2847.790956015851,1491.4122795452515,1735.0336030746525,999
2273.564203516097,1530.4367903886568,2387.3093772612165,3204.4160374929374,861.2886243654966,118.16121123805632,975.0337981106159,1049.0130452148958,305.8856320874558,1162.758218960015,2836.737466064296,2093.610052936855,2950.482639809414,999
2210.5796524421576,1230.4317234480784,1850.2837944539995,1034.4905252231965,54.34259622911737,674.1946672350385,2894.0467382409593,1458.4013980042355,478.2534690101564,1098.1055400160774,3317.957611021998,2502.1643417911955,3122.016412797116,999
2902.8688174486165,1338.1813174486163,1373.493817448616,3008.806317448616,1779.9977236986163,215.310223698616,250.62272369861606,1885.9352236986163,2257.126629948616,692.4391299486161,727.7516299486159,2363.0641299486165,2769.568036198616,2804.8805361986156
2151.732304787163,1199.9465905014429,1848.1608762157227,998.0715905014428,46.2858762157225,694.5001619300023,2942.7144476442822,1444.4108762157225,492.62516193000243,1140.8394476442825,3389.0537333585617,2538.9644476442822,3187.1787333585617,999
1768.085477403521,1416.7942686123206,2665.50305982112,2437.934378502441,486.64316971124094,135.35196092004065,1384.0607521288402,2756.492070810161,805.2008620189612,453.90965322776077,1702.6184444365606,2723.7585543266814,2372.467345535481,999
1613.6931384721763,1292.3956701177347,2571.0982017632928,2358.501287206377,437.203818851935,115.90635049749339,1394.6088821430517,2782.011967586135,860.7144992316939,539.4170308772523,1818.1195625228106,2884.2251796114524,2562.927711257011,999
3103.3974437630977,2348.739909516538,3194.082375269978,1162.2459026672177,407.5883684206577,1252.9308341740978,3175.7518958178966,821.0943615713371,66.43682732477728,911.7792930782175,3357.121758831657,2079.9428204754568,1325.285286228897,2170.6277519823375
2882.0124999065556,1591.9455356208348,648.5526784779955,1305.1598213351556,958.4857141922752,15.092857049435633,671.6999999065961,2928.307142763756,1925.0258927637155,981.633035620876,1638.2401784780366,999,999,999
3359.56228908749,2168.8222168853313,2578.0821446831724,1554.2689677878493,363.52889558569063,772.7888233835316,2782.0487511813726,1348.9756464882096,158.2355742860504,567.4955020838916,2576.7554298817327,2743.682325188569,1552.9422529864103,1962.2021807842511
3122.2376478807096,1471.9966840252703,1421.7557201698298,2971.5147563143905,1925.3701780011897,275.1292141457498,224.88825029030983,1774.6472864348696,2328.5027081216695,678.2617442662296,628.0207804107897,2177.7798165553495,2681.394274386709,2631.15331053127
1838.7865523031064,1098.9826307344679,1959.1787091658284,3104.2583660285854,764.454444459947,24.650522891308004,884.846601322669,3345.0426797540295,1290.1223366167872,550.3184150481482,1410.5144934795092,2675.9863072049884,999,999
1658.294959080312,1358.9089941680318,2659.523029255751,2333.3552660978726,433.9693011855917,134.5833362733112,1435.1973713610307,2709.0296082031514,809.6436432908712,510.2576783785907,1810.8717134663102,2785.317985396151,2485.9320204838705,999
2845.0665755855875,1480.2451470141475,1715.4237184427072,1543.2194773713077,178.39804879986738,413.5766202284271,2248.755191656987,1841.3723791570278,476.55095058558754,711.7295220141472,2546.9080934427075,2374.7038523713077,2609.882423799867,999
2539.658837842965,2633.7329119170463,2083.596916546685,577.6709906207653,671.7450646948462,2365.8191387689267,1721.609069324485,215.68314339856536,309.75721747264606,2003.8312915467268,2959.621222102285,1453.6952961763654,1547.7693702504462,3241.8434443245274
2537.0066628488185,2664.317983603539,2040.9571345469378,568.2684553016585,695.5797760563788,2422.8910968110986,1672.2189269997784,199.53024775449845,326.8415685092188,2054.1528892639385,2903.4807194526184,1430.7920402073385,1558.1033609620588,3285.414681716779
3139.5401780987686,2327.7419324847287,3115.9436868706894,1210.3214280987684,398.5231824847286,1186.724936870689,3292.9009237128084,881.1026780987684,69.30443248472868,857.5061868706891,3245.707941256649,2151.883928098768,1340.0856824847287,2128.287436870689
2744.7833834931416,2225.575308958981,3306.367234424821,3010.1269393937823,890.9188648596213,371.7107903254609,1452.5027157913007,2756.262420760261,637.0543462261011,117.84627169194066,1198.6381971577803,1983.1898275925812,1463.9817530584205,2544.77367852426
2363.582413123115,1411.3201652844764,2059.057917445837,1043.9030183104358,91.64077047179639,739.3785226331573,2987.1162747945177,1324.2236234977556,371.96137565911647,1019.6991278204772,3267.4368799818385,3204.544228685076,2252.2819808464365,2900.019733007797
1971.2075959730303,1529.1152046686714,2687.022813364312,2630.3957753208692,588.3033840165102,146.21099271215118,1304.1186014077925,2847.4915633643495,805.3991720599898,363.30678075563105,1521.2143894512726,2622.4949601034696,2180.402568799111,3338.310177494752
2394.1598601435517,1952.6575127257108,3111.15516530787,2761.8021723501515,720.2998249323116,278.7974775144709,1437.2951300966306,2687.942137138913,646.4397897210723,204.93744230323162,1363.4350948853912,2172.5797545098326,1731.0774070919922,2889.575059674152
2206.464454892602,1155.4355740261626,1704.4066931597217,1100.0598971308818,49.031016264441625,598.0021353980011,2746.973254531561,1593.6553393691613,542.626458502721,1091.5975776362804,3240.5686967698402,2636.221900741001,3185.1930198745595,999
2262.0466654074935,1627.675080708053,2593.303496008612,3020.209233713493,785.8376490140529,151.46606431461228,1117.0944796151716,3144.0002173200523,909.628632620612,275.2570479211715,1240.885463221731,2633.419616227171,1999.0480315277307,2964.67644682829
2057.071520956138,1294.8532110969772,2132.634901237816,3184.0741618012185,821.8558519420582,59.637542082897355,897.4192322237365,3335.200922364576,1186.6401829279785,424.42187306881743,1262.2035632096565,3151.424513913898,2389.206204054737,3226.9878941955767
2423.3007968083534,1743.9105529059134,2664.520309003474,3143.460857783953,864.0706138815133,184.68036997907373,1105.2901260766344,3184.2306748571136,904.8404309546733,225.4501870522338,1146.059943149794,2545.6102480278337,1866.220004125394,2786.8297602229545
3095.2468520041357,2254.5622047012553,3013.8775573983753,1209.5544246182562,368.8697773153759,1128.1851300124956,3364.546644535257,923.8619972323768,83.17734992949644,842.492702626616,3201.8080553237355,2238.169569846498,1397.4849225436167,2156.8002752407365
2411.548019564385,2333.4158356563453,2254.184513817264,576.0523299092247,497.920146001185,2019.7879620931453,2018.688824162104,340.5566402540645,262.4244563460248,1784.2922724379853,3383.1931345069447,1705.0609505989046,1626.9287666908647,3148.7965827828243
3116.5043554090003,2847.5774147697193,2813.864515226361,944.9375745870801,676.0106339477998,2007.0836933085193,2242.2977344044407,373.37079376516016,104.44385312587971,1435.5169124865993,3270.7309535825207,1401.80401294324,1132.8770723039597,2463.9501316646797
2156.78486452802,1445.0684466175796,2333.3520287071387,3119.914528707141,808.1981107967007,96.48169288625986,984.7652749758192,3371.3277749758213,1059.611357065381,347.8949391549401,1236.1785212444993,2911.024603334061,2199.30818542362,3087.5917675131795
2718.1564465332044,1634.156446533203,2150.156446533202,1249.093946533204,165.09394653320328,681.0939465332025,2797.0939465332017,1380.0314465332042,296.0314465332033,812.0314465332025,2928.0314465332017,3110.9689465332044,2026.968946533203,2542.968946533202
2450.9964047163844,1194.735900514704,1538.4753963130242,1349.6860055567197,93.42550135503978,437.16499715335993,2380.9044929516795,1848.3756063970554,592.1151021953757,935.8545979936957,2879.594093792016,2690.804703035711,3034.5441988340312,999
1861.9585547871372,1169.2442690728567,2076.529983358577,3023.333554787138,730.6192690728574,37.904983358576956,945.1906976442965,1199.2799833585773,506.5656976442971,1413.8514119300166,3267.9406976442974,2575.226411930017,999,999
2687.704291425556,2019.0250461425162,2950.345800859476,3217.951932934994,949.2726876519544,280.59344236891434,1211.9141970858745,3079.5203291613925,810.8410838783528,142.16183859531276,1073.4825933122727,2272.4094801047513,1603.730234821711,2535.0509895386713
2741.734599238514,1241.632010854672,583.0966573193141,1524.5613037839562,2941.52942247083,682.9940689354721,24.458715400114322,965.9233618647564,1724.3561270162725,1065.8207734809146,2007.2854199455564,999,999,999
3011.1528073775075,1622.3459891957473,1833.5391710139868,1610.059057377508,221.25223919574736,432.4454210139866,2243.6386028322263,1808.9653073775078,420.1584891957474,631.3516710139867,2442.5448528322263,2219.0647391957473,2430.2579210139866,999
2759.7097501953135,1416.3097501953125,1672.9097501953113,1501.334750195314,157.93475019531292,414.5347501953115,1842.9597501953144,499.55975019531314,756.1597501953116,2441.184750195313,2697.7847501953124,999,999,999
2846.753756722584,1919.004941556824,2591.2561263910634,1171.981837291304,244.2330221255441,916.4842069597843,1097.209917860024,169.46110269426418,841.7122875285045,2622.4379984287443,1694.6891832629844,2366.940368097224,999,999
2036.6713836921801,1538.9441109648997,2641.2168382376194,2735.9327473285803,638.2054746012998,140.4782018740193,1242.7509291467388,2937.4668382377,839.7395655104195,342.01229278313895,1444.285020055859,2641.2736564195397,2143.5463836922586,3245.819110964978
2341.0844695859287,1567.2438898757696,2393.4033101656096,3275.6179840786895,901.77740436853,127.93682465837014,954.0962449482103,3380.255665238051,1062.4703391511307,288.6297594409709,1114.7891797308112,2823.1632739337315,2049.322694223571,2875.482114513412
2592.6902207577346,2897.725432025335,1850.1175975182955,555.1528087858957,860.1880200534957,2765.2232313210966,1412.580185546457,117.61539681405675,422.6506080816568,2327.685819349257,2575.0427735746175,1280.0779848422178,1585.1131961098179,999
2012.6572989638832,1915.8715846781631,2135.358191821044,438.5724775353233,341.7867632496031,1845.001048963883,2161.2733703924837,464.48765610676355,367.7019418210434,1870.9162275353235,2090.402834678204,1993.6171203924837,999,999
3329.997112665718,1680.6150901937979,1631.2330677218772,3181.8510452499563,1972.100343002799,322.7183205308784,273.33629805895777,1823.9542755870373,2214.2035733398798,564.8215508679589,515.4395283960384,2066.057505924118,2406.9247812050394,2357.5427587331187
2965.957882043203,2056.150189735524,2746.342497427845,1203.2205022354833,293.41280992780383,983.6051176201246,3273.7974253124453,1040.483122427763,130.6754301200837,820.8677378124045,3111.060045504726,2477.745742620043,1567.9380503123637,2258.1303580046842
3274.5465140872484,2186.7079724205673,877.7496390872486,1168.7913057539295,3059.83297242061,1389.9110974205673,80.95276408724857,371.99443075392963,2263.036097420611,2193.1142224205682,884.1558890872487,1175.1975557539297,3066.23922242061,3287.359014087249
1796.971158628542,1575.5467400239017,2954.122321419262,2248.8334406052627,427.40902200062163,205.98460339598137,1584.560184791341,2479.2713039773416,657.8468853727014,436.422466768061,1814.9980481634204,2488.284748744781,2266.8603301401404,999
1618.450877387181,1132.200877387181,2245.9508773871808,2627.3080721546216,541.0580721546216,54.80807215462147,1168.5580721546214,3149.915266922062,1063.6652669220618,577.4152669220618,1691.1652669220618,3186.2724616895025,2700.0224616895025,999
2226.187079338533,1016.4350132228118,1406.6829471070912,1269.8570173550522,60.10495123933143,450.352885123611,2440.6008190078905,1913.5269553715716,703.7748892558511,1094.0228231401309,3084.27075702441,2947.444827272371,3337.6927611566507,999
2932.578947110245,2220.2730110372054,3107.967074964166,3380.830944827112,1068.5250087540726,356.219072681033,1243.913136607994,3116.77700647094,804.4710703979008,92.1651343248612,979.8591982518217,2140.417132041729,1428.1111959686893,2315.80525989565
2717.7898933599813,1349.268492581781,1580.7470918035815,1519.1797279903326,150.65832721213275,382.136926433933,2213.6155256557336,1920.5695626206843,552.0481618424843,783.5267610642849,2615.005360286085,2553.437996472836,2784.9165956946367,999
2897.542549007115,1929.3947563007948,2561.2469635944744,1218.4722515023152,250.32445879599524,882.176666089675,3114.028873383355,1139.4019539975156,171.25416129119543,803.1063685848754,3034.9585758785547,2660.331656492716,1692.183863786396,2324.036071080075
3352.6657954406624,1763.6556431563808,1774.6454908720996,3385.6353385878183,1911.8710619381147,322.86090965383323,333.85075736955173,1944.8406050852702,2071.0763284355667,482.06617615128556,493.056023867004,2104.045871582722,2241.2714426487382,2252.261290364456
2674.667818123726,1526.3344847904057,1978.0011514570842,1292.2530453964632,143.91971206314165,595.5863787298204,2647.2530453964996,1509.8382726691989,361.5049393358777,813.1716060025564,2864.8382726692353,3327.4234999419355,2179.0901666086133,2630.756833275292
