id_ppt,id_img,order,ppt,image,trial,x,y,duration,train
15,17,6,PP25,1488,1,683.741666666669,394.7734375,0.45,TRUE
15,17,7,PP25,1488,1,291.77868852459,250.68615522541,1.22,TRUE
15,17,8,PP25,1488,1,695.227888086644,302.077222472924,0.554,TRUE
15,17,9,PP25,1488,1,235.148121387283,240.253003070809,0.692,TRUE
15,17,10,PP25,1488,1,561.300223214286,499.783761160714,0.224,TRUE
15,17,11,PP25,1488,1,718.924851190475,408.482142857143,0.336,TRUE
15,17,12,PP25,1488,1,340.151869158879,306.469954731308,0.428,TRUE
15,19,1,PP25,1541,13,238.993710691824,415.952977594339,0.318,TRUE
15,19,2,PP25,1541,13,535.588942307692,418.357496995192,0.624,TRUE
15,19,3,PP25,1541,13,572.581066945607,481.743593096234,0.478,TRUE
15,19,4,PP25,1541,13,484.428125,523.248046875,0.4,TRUE
15,19,5,PP25,1541,13,602.813775510204,310.209661989796,0.49,TRUE
15,19,6,PP25,1541,13,586.843944099379,431.308229813665,0.322,TRUE
15,19,7,PP25,1541,13,198.772455089821,331.244152320359,0.334,TRUE
15,19,8,PP25,1541,13,278.555825242719,423.848983616505,0.206,TRUE
15,19,9,PP25,1541,13,596.525423728814,436.657507944915,0.472,TRUE
15,21,1,PP25,1638,15,465.119114349776,439.688288256727,0.892,TRUE
15,21,2,PP25,1638,15,630.3559602649,490.906974337748,0.302,TRUE
15,21,3,PP25,1638,15,646.656553398056,425.731947815534,0.206,TRUE
15,21,4,PP25,1638,15,327.058054393306,162.785205282427,0.478,TRUE
15,21,5,PP25,1638,15,450.382653061224,108.633609693878,0.588,TRUE
15,21,6,PP25,1638,15,390.048780487805,264.260670731707,0.41,TRUE
15,21,7,PP25,1638,15,481.811497326203,462.198153409091,0.374,TRUE
15,21,8,PP25,1638,15,468.494944852941,406.12362132353,0.544,TRUE
15,21,9,PP25,1638,15,647.884146341462,395.047637195122,0.41,TRUE
15,21,10,PP25,1638,15,609.921085858586,319.211647727273,0.396,TRUE
15,21,11,PP25,1638,15,446.846473029046,428.928131483402,0.482,TRUE
15,21,12,PP25,1638,15,699.770047169813,368.234080188679,0.212,TRUE
15,21,13,PP25,1638,15,298.037634408602,338.438760080645,0.186,TRUE
15,21,14,PP25,1638,15,446.695075757576,445.756392045455,0.132,TRUE
15,23,1,PP25,1658,25,657.9428807947,154.22573468543,0.302,TRUE
15,23,2,PP25,1658,25,406.364329268292,341.201410060976,0.492,TRUE
15,23,3,PP25,1658,25,374.713983050847,358.938857256356,0.472,TRUE
15,23,4,PP25,1658,25,355.21502293578,361.985736811927,0.436,TRUE
15,23,5,PP25,1658,25,349.976109741061,365.216794466708,1.622,TRUE
15,23,6,PP25,1658,25,343.114716636197,371.024837180073,2.188,TRUE
15,23,7,PP25,1658,25,324.093406593407,369.328962053572,0.728,TRUE
15,23,8,PP25,1658,25,328.944585448393,353.680203045686,1.182,TRUE
15,25,1,PP25,1673,5,452.687182741117,160.891894035533,0.394,TRUE
15,25,2,PP25,1673,5,723.434606481481,94.4064670138887,0.432,TRUE
15,25,3,PP25,1673,5,632.185693641619,71.4335711705203,0.346,TRUE
15,25,4,PP25,1673,5,216.750919117647,284.731158088235,0.272,TRUE
