id_img,image,row,col,idx,x,y,value,value_normalized,saliency_log,log_lik_saliency
15,1393,17,2,37,660.5,60.5,0.09198656749863175,9.457471402314445e-4,-6.963535318265969,-14.341294226493842
15,1393,18,2,38,700.5,60.5,0.09124488326666882,9.381216166315545e-4,-6.971630962105045,-14.349389870332917
15,1393,19,2,39,740.5,60.5,0.08276925574106178,8.509806273329919e-4,-7.069121194241096,-14.446880102468969
15,1393,20,2,40,780.5,60.5,0.07368503586402622,7.575824801516894e-4,-7.185378141819559,-14.56313705004743
15,1393,1,3,41,20.5,100.5,0.03690811120191788,3.7946562818617165e-4,-7.876746536544855,-15.254505444772727
15,1393,2,3,42,60.5,100.5,0.07159752670742936,7.361200441814832e-4,-7.2141173490278785,-14.591876257255752
15,1393,3,3,43,100.5,100.5,0.08406795307882228,8.643330039528875e-4,-7.053552442174138,-14.43131135040201
15,1393,4,3,44,140.5,100.5,0.09789309528386571,0.0010064742867429792,-6.901301860410983,-14.279060768638855
15,1393,5,3,45,180.5,100.5,0.10962053095892198,0.0011270482906821702,-6.788153195967444,-14.165912104195318
15,1393,6,3,46,220.5,100.5,0.12165034119534011,0.0012507311167511898,-6.684027005250453,-14.061785913478325
15,1393,7,3,47,260.5,100.5,0.12734673181768144,0.0013092977671569752,-6.638264341103612,-14.016023249331486
15,1393,8,3,48,300.5,100.5,0.1292080143109884,0.001328434285053831,-6.62375425951001,-14.001513167737883
15,1393,9,3,49,340.5,100.5,0.1322410478641453,0.0013596179990147507,-6.600551501766605,-13.978310409994478
15,1393,10,3,50,380.5,100.5,0.1242906894347859,0.0012778774911031637,-6.6625547874783235,-14.040313695706196
15,1393,11,3,51,420.5,100.5,0.12049027914688416,0.0012388040996371469,-6.693608800509105,-14.071367708736977
15,1393,12,3,52,460.5,100.5,0.11292680659650176,0.0011610413052503513,-6.758437999594889,-14.136196907822761
15,1393,13,3,53,500.5,100.5,0.10974372823608686,0.0011283149264066168,-6.787029974795779,-14.16478888302365
15,1393,14,3,54,540.5,100.5,0.12580834109675026,0.0012934810162503723,-6.650418232711545,-14.028177140939418
15,1393,15,3,55,580.5,100.5,0.14280761968459274,0.0014682567421811046,-6.523679471587782,-13.901438379815655
15,1393,16,3,56,620.5,100.5,0.17883914222578823,0.0018387098455869613,-6.298691124173162,-13.676450032401036
15,1393,17,3,57,660.5,100.5,0.1526811349703089,0.0015697699206746539,-6.456826217702016,-13.834585125929888
15,1393,18,3,58,700.5,100.5,0.1364983963182452,0.0014033893368842023,-6.568865013233807,-13.94662392146168
15,1393,19,3,59,740.5,100.5,0.09712759531720046,9.98603904968687e-4,-6.909152349462103,-14.286911257689976
15,1393,20,3,60,780.5,100.5,0.08955267009993131,9.20723361575154e-4,-6.990350934281993,-14.368109842509867
15,1393,1,4,61,20.5,140.5,0.0438446062559443,4.5078224037166956e-4,-7.704526172378438,-15.082285080606312
15,1393,2,4,62,60.5,140.5,0.08603828585612196,8.845907072253046e-4,-7.030385497643666,-14.408144405871539
15,1393,3,4,63,100.5,140.5,0.10297351383726898,0.0010587079057236134,-6.85070607125488,-14.228464979482752
15,1393,4,4,64,140.5,140.5,0.12706272743879085,0.0013063778155112853,-6.640496997842831,-14.018255906070703
15,1393,5,4,65,180.5,140.5,0.14877573227246624,0.0015296170643025338,-6.482737859673839,-13.860496767901711
15,1393,6,4,66,220.5,140.5,0.16871535019069622,0.0017346234813944007,-6.3569649027397075,-13.73472381096758
15,1393,7,4,67,260.5,140.5,0.18620401429142627,0.0019144307566248827,-6.258334955564731,-13.636093863792603
15,1393,8,4,68,300.5,140.5,0.1967070574077209,0.002022416338227446,-6.203462275411335,-13.581221183639208
15,1393,9,4,69,340.5,140.5,0.2033481018717278,0.0020906953161344954,-6.170258581187824,-13.548017489415695
15,1393,10,4,70,380.5,140.5,0.19696589538044712,0.002025077544957361,-6.202147285350719,-13.57990619357859
15,1393,11,4,71,420.5,140.5,0.1874902398829728,0.0019276549067152285,-6.2514510891073884,-13.629209997335261
15,1393,12,4,72,460.5,140.5,0.1732912566072919,0.0017816700287886869,-6.330204136109338,-13.70796304433721
15,1393,13,4,73,500.5,140.5,0.17420154932528933,0.0017910290771609657,-6.324964920881266,-13.70272382910914
15,1393,14,4,74,540.5,140.5,0.1904541028091854,0.001958127452465403,-6.235766643802603,-13.613525552030476
15,1393,15,4,75,580.5,140.5,0.27260993537382716,0.002802801254458276,-5.877135913894756,-13.25489482212263
15,1393,16,4,76,620.5,140.5,0.2848659511401747,0.00292880978132093,-5.83315915646124,-13.210918064689112
15,1393,17,4,77,660.5,140.5,0.2591469132344702,0.0026643830589172927,-5.927782745756043,-13.305541653983916
15,1393,18,4,78,700.5,140.5,0.16565923189299908,0.0017032024248330821,-6.375245020693509,-13.75300392892138
15,1393,19,4,79,740.5,140.5,0.12027266582800261,0.0012365667384701313,-6.695416498767352,-14.073175406995224
15,1393,20,4,80,780.5,140.5,0.1068774825997294,0.001098846019287909,-6.81349472321507,-14.191253631442944
15,1393,1,5,81,20.5,180.5,0.05240272966103783,5.38771399617506e-4,-7.526219196467409,-14.90397810469528
15,1393,2,5,82,60.5,180.5,0.10182043249458747,0.0010468526597681481,-6.861967083101505,-14.239725991329378
15,1393,3,5,83,100.5,180.5,0.1230403253953049,0.001265022046588344,-6.6726657288214435,-14.050424637049316
15,1393,4,5,84,140.5,180.5,0.1533986929011982,0.0015771473930550537,-6.452137511161353,-13.829896419389225
15,1393,5,5,85,180.5,180.5,0.20071396316598678,0.0020636127842423844,-6.183297053496481,-13.561055961724353
15,1393,6,5,86,220.5,180.5,0.2423599320290027,0.0024917900390894134,-5.994753935583457,-13.372512843811329
15,1393,7,5,87,260.5,180.5,0.27202726947440037,0.0027968106557972106,-5.879275562514174,-13.257034470742045
15,1393,8,5,88,300.5,180.5,0.29198049785584623,0.0030019570069796052,-5.808490867332579,-13.186249775560452
15,1393,9,5,89,340.5,180.5,0.30069814274140555,0.0030915862642099464,-5.7790709656803765,-13.156829873908249
15,1393,10,5,90,380.5,180.5,0.2960109225558883,0.0030433952597336243,-5.794781525035619,-13.172540433263492
15,1393,11,5,91,420.5,180.5,0.2779091538140134,0.0028572844341392917,-5.857883603762365,-13.235642511990237
15,1393,12,5,92,460.5,180.5,0.2512999607307692,0.0025837057046936168,-5.958530590920335,-13.336289499148208
15,1393,13,5,93,500.5,180.5,0.2371090396780078,0.0024378037173942327,-6.016657760846567,-13.394416669074438
15,1393,14,5,94,540.5,180.5,0.3179007754919361,0.003268452747770256,-5.723438571870739,-13.101197480098612
15,1393,15,5,95,580.5,180.5,0.4702147002479821,0.004834447247538938,-5.3319884797686425,-12.709747387996515
15,1393,16,5,96,620.5,180.5,0.45488785350068767,0.004676866397701977,-5.365126966457393,-12.742885874685266
15,1393,17,5,97,660.5,180.5,0.27272525084566124,0.002803986854493989,-5.876712997947035,-13.254471906174906
15,1393,18,5,98,700.5,180.5,0.17695862542044913,0.001819375572777694,-6.309261928643306,-13.687020836871177
15,1393,19,5,99,740.5,180.5,0.12596915833619693,0.001295134436401188,-6.649140777325909,-14.026899685553781
15,1393,20,5,100,780.5,180.5,0.1025145066222843,0.0010539886866819438,-6.855173562618918,-14.23293247084679
15,1393,1,6,101,20.5,220.5,0.06016854125073606,6.186145147836693e-4,-7.388028234064121,-14.765787142291995
15,1393,2,6,102,60.5,220.5,0.11840480356276185,0.0012173625715603926,-6.711068586947148,-14.088827495175021
15,1393,3,6,103,100.5,220.5,0.14967150899669282,0.001538826868497432,-6.476734926556589,-13.854493834784462
15,1393,4,6,104,140.5,220.5,0.22287704603288222,0.0022914794479309782,-6.078557622883167,-13.456316531111039
15,1393,5,6,105,180.5,220.5,0.4394796498809187,0.004518449088460418,-5.3995864660398585,-12.777345374267732
15,1393,6,6,106,220.5,220.5,0.4659331474247039,0.004790427055803601,-5.341135715833321,-12.718894624061193
15,1393,7,6,107,260.5,220.5,0.4800083621795183,0.004935139424842778,-5.311374354248002,-12.689133262475874
15,1393,8,6,108,300.5,220.5,0.5486072380395172,0.005640429256085267,-5.177795107133354,-12.555554015361228
15,1393,9,6,109,340.5,220.5,0.5167109744902936,0.005312492244671124,-5.237694204559279,-12.61545311278715
15,1393,10,6,110,380.5,220.5,0.5308838329746001,0.0054582085241772285,-5.210634652189949,-12.58839356041782
15,1393,11,6,111,420.5,220.5,0.5058140461307332,0.005200456986550263,-5.259008775227258,-12.63676768345513
15,1393,12,6,112,460.5,220.5,0.30670255938531493,0.0031533198414501213,-5.759299463205511,-13.137058371433383
15,1393,13,6,113,500.5,220.5,0.2549965902574501,0.0026217120886518567,-5.943927705675907,-13.321686613903779
15,1393,14,6,114,540.5,220.5,0.3220172610613001,0.0033107758234202727,-5.710572729317417,-13.08833163754529
