id_ppt,id_img,order,ppt,image,age,trial,x,y,duration,train,log_lik_saliency,n_neighbors
1,3,17,PP09,1049,11.78,17,277.347122302158,457.119772931655,0.278,FALSE,-10.73601604596406,14
1,4,1,PP09,1087,11.78,15,654.300103305788,314.926878873967,0.484,FALSE,-11.499727343883686,14
1,4,2,PP09,1087,11.78,15,624.695723684211,241.444798519737,0.152,FALSE,-11.555543627817187,14
1,4,3,PP09,1087,11.78,15,788.30439814815,244.137912326389,0.864,FALSE,-10.683580090776427,8
1,4,4,PP09,1087,11.78,15,632.703947368419,169.631990131579,0.19,FALSE,-11.58648483595125,13
1,4,5,PP09,1087,11.78,15,640.105140186919,176.405519859813,0.214,FALSE,-11.58648483595125,14
1,4,6,PP09,1087,11.78,15,201.361502347418,289.959286971831,0.426,FALSE,-10.982168639448943,14
1,4,7,PP09,1087,11.78,15,570.563936781609,259.27734375,0.348,FALSE,-11.66800923206258,14
1,4,8,PP09,1087,11.78,15,714.1335978836,209.923735119047,0.378,FALSE,-11.662894482214902,13
1,4,9,PP09,1087,11.78,15,754.681490384612,211.027644230769,0.416,FALSE,-11.220850479833159,11
1,4,10,PP09,1087,11.78,15,773.72685185185,208.980034722222,0.27,FALSE,-10.704787451515568,10
1,4,11,PP09,1087,11.78,15,631.050531914894,196.207138107903,0.658,FALSE,-11.58648483595125,14
1,5,1,PP09,1092,11.78,6,375.838235294118,294.147518382353,0.51,FALSE,-10.504268462376203,12
1,5,2,PP09,1092,11.78,6,432.201327433628,450.567788993363,0.452,FALSE,-11.028911957534596,13
1,5,3,PP09,1092,11.78,6,441.2451171875,488.608932495117,1.024,FALSE,-10.943707884957284,14
1,5,4,PP09,1092,11.78,6,405.206043956044,409.235491071428,0.182,FALSE,-11.223732657798237,13
1,5,5,PP09,1092,11.78,6,506.490709459459,537.613492398649,0.296,FALSE,-10.739891736925731,11
1,5,6,PP09,1092,11.78,6,446.858974358974,509.945913461538,0.312,FALSE,-10.943707884957284,13
1,5,7,PP09,1092,11.78,6,365.710495283019,261.717828714623,0.424,FALSE,-10.398332933053032,13
1,5,8,PP09,1092,11.78,6,404.086134453781,361.700695903361,0.238,FALSE,-10.761390384776528,13
1,5,9,PP09,1092,11.78,6,379.475746268657,296.108325559702,0.67,FALSE,-10.504268462376203,12
1,5,10,PP09,1092,11.78,6,383.351868327402,271.374555160143,0.562,FALSE,-10.398332933053032,13
1,5,11,PP09,1092,11.78,6,239.725418410042,225.019612970711,0.478,FALSE,-10.909758424676603,14
1,5,12,PP09,1092,11.78,6,429.078389830509,304.558395127119,0.118,FALSE,-10.219051541006879,13
1,5,13,PP09,1092,11.78,6,385.870726495726,329.296875,0.234,FALSE,-10.666320278422086,13
1,6,1,PP09,1099,11.78,1,314.578729281768,258.437284185083,0.362,TRUE,-10.817298022454944,14
1,6,2,PP09,1099,11.78,1,156.920126353791,99.7976365072201,0.554,TRUE,-10.751493801953334,13
1,6,3,PP09,1099,11.78,1,115.062003968254,71.4029947916666,0.504,TRUE,-11.79498318851736,13
1,6,4,PP09,1099,11.78,1,282.05563583815,210.82911849711,0.346,TRUE,-10.649435143441114,14
1,6,5,PP09,1099,11.78,1,309.825581395349,201.051507994186,0.172,TRUE,-10.649435143441114,14
1,6,6,PP09,1099,11.78,1,309.1796875,218.13720703125,0.16,TRUE,-10.649435143441114,12
1,6,7,PP09,1099,11.78,1,303.947916666667,189.765625,0.12,TRUE,-11.053764072929376,12
1,6,8,PP09,1099,11.78,1,154.514802631579,102.978515625,0.608,TRUE,-10.751493801953334,14
1,6,9,PP09,1099,11.78,1,314.409466911765,247.685690487132,0.544,TRUE,-10.817298022454944,13
1,6,10,PP09,1099,11.78,1,419.078185328186,275.806889478765,0.518,TRUE,-10.973948689294126,13
1,6,11,PP09,1099,11.78,1,305.003698224852,269.902228180474,0.676,TRUE,-10.817298022454944,13
1,6,12,PP09,1099,11.78,1,199.6171875,428.57177734375,0.48,TRUE,-11.540051220732305,14
1,6,13,PP09,1099,11.78,1,264.294642857143,429.341517857143,0.28,TRUE,-12.040847554026676,13
1,6,14,PP09,1099,11.78,1,209.28228021978,472.536057692307,0.364,TRUE,-11.917054870976795,13
1,7,1,PP09,1211,11.78,27,568.532436708861,349.912232990506,0.316,FALSE,-11.110174550408,13
1,7,2,PP09,1211,11.78,27,339.366438356164,249.028788527397,0.438,FALSE,-11.183257432296713,14
1,7,3,PP09,1211,11.78,27,304.084821428571,216.336495535714,0.168,FALSE,-11.69245437792425,11
1,7,4,PP09,1211,11.78,27,310.268501805054,205.632333032491,0.554,FALSE,-11.69245437792425,14
1,7,5,PP09,1211,11.78,27,281.756024096386,230.421686746988,0.83,FALSE,-11.69245437792425,14
1,7,6,PP09,1211,11.78,27,298.995098039216,187.358302696079,0.306,FALSE,-11.364433976579711,12
1,7,7,PP09,1211,11.78,27,287.984649122807,151.108141447368,1.14,FALSE,-11.740769240357569,13
1,7,8,PP09,1211,11.78,27,274.620535714286,233.046177455357,0.448,FALSE,-11.95557864400108,13
1,7,9,PP09,1211,11.78,27,278.148148148148,249.549696180555,0.216,FALSE,-11.628425410674641,14
1,7,10,PP09,1211,11.78,27,237.317216981132,289.718455188679,0.212,FALSE,-11.480870032157442,14
1,7,12,PP09,1211,11.78,27,180.794956140351,248.73046875,0.228,FALSE,-11.75155739214571,14
1,7,13,PP09,1211,11.78,27,253.480201863354,166.846612965838,0.644,FALSE,-11.699437190644362,14
1,7,14,PP09,1211,11.78,27,264.306556195966,153.491984870317,0.694,FALSE,-12.094256806455542,14
1,7,15,PP09,1211,11.78,27,291.552309782609,195.072605298913,0.368,FALSE,-11.364433976579711,14
1,8,1,PP09,1251,11.78,12,331.537558685446,402.346500880281,0.426,TRUE,-10.875984501078909,14
1,8,2,PP09,1251,11.78,12,226.775722021661,508.160113944043,0.554,TRUE,-11.226161671225512,13
1,8,3,PP09,1251,11.78,12,256.359289617486,517.405225409836,0.366,TRUE,-11.1183411507286,14
1,8,4,PP09,1251,11.78,12,379.555457746479,111.380391725352,0.852,TRUE,-11.244472834670418,14
1,8,5,PP09,1251,11.78,12,297.484756097561,399.480754573171,0.164,TRUE,-10.865956957843126,14
1,8,6,PP09,1251,11.78,12,301.517116182572,407.642310684647,0.482,TRUE,-10.914890287260675,14
1,8,7,PP09,1251,11.78,12,362.453304597701,126.387392241379,0.348,TRUE,-11.223959839542923,14
1,8,8,PP09,1251,11.78,12,487.223173515982,454.789169520548,0.438,TRUE,-10.65227439382872,14
1,8,9,PP09,1251,11.78,12,298.292910447761,434.214668843283,0.134,TRUE,-10.914890287260675,14
1,8,10,PP09,1251,11.78,12,307.6,437.2265625,0.35,TRUE,-10.914890287260675,14
1,8,11,PP09,1251,11.78,12,391.906512605042,68.0327599789916,0.238,TRUE,-11.333736547364193,13
1,8,12,PP09,1251,11.78,12,297.817857142857,468.783482142857,0.35,TRUE,-11.260918658073802,12
1,8,13,PP09,1251,11.78,12,257.216981132076,523.96079009434,0.212,TRUE,-10.870841809189002,14
1,9,1,PP09,1266,11.78,18,576.963383838384,214.46594854798,1.188,TRUE,-10.810204064063711,11
1,9,2,PP09,1266,11.78,18,715.220170454544,315.52734375,0.352,TRUE,-11.7485270522529,13
1,9,3,PP09,1266,11.78,18,754.085,111.959375,0.75,TRUE,-11.364318806302155,11
1,9,4,PP09,1266,11.78,18,743.693720379144,122.369297985782,0.422,TRUE,-11.670553792821273,12
1,9,5,PP09,1266,11.78,18,172.943181818182,355.461647727272,0.11,TRUE,-11.022877968180108,14
1,9,6,PP09,1266,11.78,18,179.846014492754,316.482676630435,0.138,TRUE,-10.458602114962199,14
1,9,7,PP09,1266,11.78,18,472.87411971831,331.438435299296,0.568,TRUE,-12.268310749490055,13
1,9,8,PP09,1266,11.78,18,602.919642857143,279.852120535714,0.14,TRUE,-10.978241327739742,12
1,9,9,PP09,1266,11.78,18,281.734550561798,234.447419241573,0.178,TRUE,-11.243922886956023,14
1,10,1,PP09,1306,11.78,23,343.245192307692,284.568434495193,0.208,TRUE,-11.467513264261267,14
1,10,2,PP09,1306,11.78,23,313.223958333333,220.419921875,0.24,TRUE,-10.978418359727225,14
1,10,3,PP09,1306,11.78,23,286.035610465116,194.739053415698,0.688,TRUE,-10.711161779427854,13
1,10,4,PP09,1306,11.78,23,452.65625,147.434820130814,0.344,TRUE,-10.98481652850678,13
1,10,5,PP09,1306,11.78,23,510.743801652893,104.408251549587,0.242,TRUE,-10.940339711435794,13
1,10,6,PP09,1306,11.78,23,538.307648401826,87.1013484589043,0.438,TRUE,-10.802243958806795,14
1,10,7,PP09,1306,11.78,23,554.713035019455,70.4652541342412,0.514,TRUE,-11.324717272723102,13
1,10,8,PP09,1306,11.78,23,264.703694817658,162.47675743762,1.042,TRUE,-10.532343306963497,14
1,10,9,PP09,1306,11.78,23,520.225253807107,76.5198683375637,0.394,TRUE,-11.645167612867123,14
1,10,10,PP09,1306,11.78,23,549.208333333333,75.0603693181816,0.33,TRUE,-11.324717272723102,14
1,10,11,PP09,1306,11.78,23,559.016666666667,178.963541666667,0.45,TRUE,-10.920502581638868,14
1,10,12,PP09,1306,11.78,23,318.354007633587,137.044519322519,0.524,TRUE,-10.793890507851753,14
1,10,14,PP09,1306,11.78,23,471.862244897959,183.346619897959,0.294,TRUE,-11.296097029304573,14
1,10,15,PP09,1306,11.78,23,571.501677852349,100.859899328859,0.596,TRUE,-10.766220447170117,14
1,11,1,PP09,1316,11.78,28,276.237223168654,334.887736903748,1.174,FALSE,-11.011886784244808,14
1,11,2,PP09,1316,11.78,28,403.630747126437,399.4140625,0.87,FALSE,-10.970372965087769,13
1,11,3,PP09,1316,11.78,28,276.142857142857,469.130859375,0.28,FALSE,-11.246366645134824,14
1,11,4,PP09,1316,11.78,28,325.032407407408,446.657986111111,0.27,FALSE,-11.061593126946311,13
1,11,5,PP09,1316,11.78,28,204.590163934426,325.1953125,0.122,FALSE,-10.996900239538512,13
1,11,6,PP09,1316,11.78,28,208.794642857143,344.878029336735,0.196,FALSE,-10.996900239538512,14
1,11,7,PP09,1316,11.78,28,230.281862745098,400.494025735294,0.102,FALSE,-10.864779921087411,14
1,11,8,PP09,1316,11.78,28,219.134221311476,375.665183145492,0.488,FALSE,-10.864779921087411,12
1,11,9,PP09,1316,11.78,28,342.991593567251,447.729920504386,0.684,FALSE,-11.061593126946311,14
1,11,10,PP09,1316,11.78,28,428.112980769231,312.913161057693,0.416,FALSE,-10.560433417518617,13
1,11,11,PP09,1316,11.78,28,426.528846153846,274.642427884615,0.13,FALSE,-10.30196681307454,14
1,11,12,PP09,1316,11.78,28,429.992088607595,286.415892009494,0.316,FALSE,-10.560433417518617,13
1,11,13,PP09,1316,11.78,28,549.385080645161,297.202620967742,0.248,FALSE,-10.3162285885916,12
1,11,14,PP09,1316,11.78,28,618.789657360406,313.827530139594,0.788,FALSE,-10.419466949492719,13
1,11,15,PP09,1316,11.78,28,489.759078212291,268.61469972067,0.358,FALSE,-10.305465048535233,13
1,11,16,PP09,1316,11.78,28,453.32196969697,257.194602272728,0.33,FALSE,-10.616621819900699,12
1,12,1,PP09,1328,11.78,9,472.397836538461,169.687124399038,0.624,TRUE,-10.400388192614964,13
1,12,2,PP09,1328,11.78,9,473.881578947368,30.8902138157895,0.57,TRUE,-11.761704390528882,10
1,12,3,PP09,1328,11.78,9,557.059523809524,339.559151785714,0.42,TRUE,-11.915997884313121,13
1,12,4,PP09,1328,11.78,9,442.225378787879,430.365175189394,0.396,TRUE,-11.55142777671126,14
1,12,5,PP09,1328,11.78,9,343.361307420495,509.274928224381,0.566,TRUE,-10.793302030528931,12
1,12,6,PP09,1328,11.78,9,494.576379974326,172.835767008986,1.558,TRUE,-10.30468324957785,13
1,12,7,PP09,1328,11.78,9,719.01515151515,226.49443655303,0.396,TRUE,-11.266511240484398,14
1,12,8,PP09,1328,11.78,9,762.448347107437,195.523954028926,0.242,TRUE,-12.053326887658365,10
1,12,9,PP09,1328,11.78,9,783.627577319588,111.20731314433,0.388,TRUE,-12.341560022624861,8
1,12,10,PP09,1328,11.78,9,797.8168767507,109.297859768907,0.714,TRUE,-12.341560022624861,7
1,12,11,PP09,1328,11.78,9,752.710355987056,211.403974514563,0.618,TRUE,-11.600585838731766,11
1,12,12,PP09,1328,11.78,9,655.464285714287,247.8515625,0.14,TRUE,-10.847524158199487,14
1,12,13,PP09,1328,11.78,9,648.685515873019,255.282738095238,0.252,TRUE,-10.847524158199487,14
1,13,1,PP09,1369,11.78,10,572.675480769231,138.477313701923,0.52,TRUE,-11.467256169026946,12
1,13,2,PP09,1369,11.78,10,434.857954545454,403.506747159091,0.528,TRUE,-11.246850216421509,13
1,13,3,PP09,1369,11.78,10,533.748697916667,470.32958984375,0.96,TRUE,-11.435876847841733,13
1,13,4,PP09,1369,11.78,10,629.694148936169,481.087932180851,0.282,TRUE,-10.942528110882623,14
1,13,5,PP09,1369,11.78,10,655.504707112969,482.056174816946,0.956,TRUE,-11.186539658317393,14
1,13,6,PP09,1369,11.78,10,569.213541666667,480.703125,0.24,TRUE,-10.99741164183791,14
1,13,7,PP09,1369,11.78,10,536.606132075472,489.801739386792,0.53,TRUE,-11.222131863330446,14
1,13,8,PP09,1369,11.78,10,644.538043478262,487.754755434783,0.552,TRUE,-11.186539658317393,13
1,13,9,PP09,1369,11.78,10,541.013049450549,487.474244505495,0.364,TRUE,-11.222131863330446,14
1,13,10,PP09,1369,11.78,10,444.057262569832,219.284654329609,0.358,TRUE,-11.213824742196412,14
1,13,11,PP09,1369,11.78,10,436.969339622641,224.683077830188,0.318,TRUE,-11.086598426078845,14
1,13,12,PP09,1369,11.78,10,498.086283185841,171.394496681416,0.226,TRUE,-11.456219969084824,12
1,13,13,PP09,1369,11.78,10,471.095467032967,309.487680288462,0.364,TRUE,-11.142901216660835,13
1,13,14,PP09,1369,11.78,10,582.254774305556,307.940673828125,0.576,TRUE,-11.497997303812152,13
1,14,1,PP09,1383,11.78,7,234.121900826446,264.482986828512,0.484,FALSE,-10.662272550014144,14
1,14,2,PP09,1383,11.78,7,188.215297450425,225.788442811615,0.706,FALSE,-10.973200649278901,13
1,14,3,PP09,1383,11.78,7,299.238888888889,149.765625,0.45,FALSE,-12.075200993786105,14
1,14,4,PP09,1383,11.78,7,154.394132653061,237.134287308673,0.392,FALSE,-11.177923584463883,13
1,14,5,PP09,1383,11.78,7,164.265873015873,249.94884672619,0.504,FALSE,-10.589303742124631,14
1,14,6,PP09,1383,11.78,7,261.03125,214.248046875,0.2,FALSE,-10.832443817657103,12
1,14,7,PP09,1383,11.78,7,127.558333333333,208.6171875,0.15,FALSE,-11.177923584463883,13
1,14,8,PP09,1383,11.78,7,132.874681122449,225.956632653062,0.784,FALSE,-11.177923584463883,13
1,14,9,PP09,1383,11.78,7,283.69,164.3109375,0.25,FALSE,-11.811484464709922,13
1,14,10,PP09,1383,11.78,7,132.234299516908,207.546422101449,0.414,FALSE,-11.177923584463883,13
1,15,1,PP09,1393,11.78,24,332.969290657439,267.787629757785,0.578,TRUE,-10.748461114393775,13
1,15,2,PP09,1393,11.78,24,298.339229559748,384.176002358491,0.636,TRUE,-10.777595328948477,12
1,15,3,PP09,1393,11.78,24,181.978734439834,382.38135373444,0.482,TRUE,-10.567088343852756,13
1,15,4,PP09,1393,11.78,24,200.616610738255,385.645186661074,0.298,TRUE,-10.648057722303655,14
1,15,5,PP09,1393,11.78,24,223.153135048231,393.197975281351,0.622,TRUE,-10.648057722303655,14
1,15,6,PP09,1393,11.78,24,146.888812154696,369.00466160221,0.362,TRUE,-10.436210759423627,13
1,15,7,PP09,1393,11.78,24,204.056528662421,259.512465167197,0.628,TRUE,-10.729544335238455,13
1,15,8,PP09,1393,11.78,24,243.088685015291,220.138689793578,0.654,TRUE,-11.015156828904203,14
1,15,9,PP09,1393,11.78,24,504.068627450981,193.887867647059,0.408,TRUE,-11.720440235502767,14
1,15,10,PP09,1393,11.78,24,300.913155802862,210.854593104134,1.258,TRUE,-10.881577581789555,14
1,16,1,PP09,1416,11.78,8,311.406739811912,261.737730211599,0.638,FALSE,-10.801739470104541,14
1,16,2,PP09,1416,11.78,8,248.101644245142,250.238228699552,1.338,FALSE,-10.484002797372622,13
1,16,3,PP09,1416,11.78,8,118.731884057971,168.011209239131,0.552,FALSE,-11.83090632552869,14
1,16,4,PP09,1416,11.78,8,127.916666666667,161.871995192307,0.39,FALSE,-11.423496147657232,14
1,16,5,PP09,1416,11.78,8,339.443430656934,192.330776687956,0.548,FALSE,-11.313964413250215,14
1,16,6,PP09,1416,11.78,8,609.80516194332,178.815315030364,0.494,FALSE,-11.156850579124256,13
1,16,7,PP09,1416,11.78,8,604.795353982301,154.993431969026,0.226,FALSE,-11.549462882817094,13
1,16,8,PP09,1416,11.78,8,280.66875,186.75,0.2,FALSE,-11.473322459089433,14
1,16,9,PP09,1416,11.78,8,282.159090909091,140.912642045455,0.11,FALSE,-11.417516535552519,13
1,16,10,PP09,1416,11.78,8,283.5,122.63671875,0.18,FALSE,-11.417516535552519,13
1,16,11,PP09,1416,11.78,8,242.206439393939,298.304332386364,0.528,FALSE,-10.647752285462072,14
1,16,12,PP09,1416,11.78,8,277.230392156862,259.133731617647,0.102,FALSE,-10.484002797372622,14
1,17,1,PP09,1488,11.78,3,608.6,387.4248046875,0.4,FALSE,-11.131636647889081,13
1,17,2,PP09,1488,11.78,3,418.257515822785,470.179613330696,0.632,FALSE,-11.198700386998555,13
1,17,3,PP09,1488,11.78,3,342.457932692308,242.690805288462,0.208,FALSE,-11.67913473996828,14
1,17,4,PP09,1488,11.78,3,506.056034482759,58.1627155172414,0.522,FALSE,-12.018510677666983,10
1,17,5,PP09,1488,11.78,3,380.668402777777,395.556640625,0.432,FALSE,-10.908643629714376,14
1,17,6,PP09,1488,11.78,3,142.137254901961,353.035386029412,0.51,FALSE,-11.146321010930876,13
1,17,7,PP09,1488,11.78,3,537.242822966507,141.370738636363,0.418,FALSE,-12.042323647850807,12
1,17,8,PP09,1488,11.78,3,503.652712264151,49.1855837264151,0.424,FALSE,-12.018510677666983,11
1,17,9,PP09,1488,11.78,3,362.484693877551,482.322225765306,0.49,FALSE,-11.352715168154315,13
1,17,10,PP09,1488,11.78,3,622.970545977011,376.976697198276,0.348,FALSE,-11.131636647889081,11
1,17,11,PP09,1488,11.78,3,294.758445945946,209.288956925676,0.74,FALSE,-11.579776835802143,13
1,17,12,PP09,1488,11.78,3,444.646164021164,475.706845238095,0.378,FALSE,-11.061941735416262,13
1,18,1,PP09,1520,11.78,16,249.928977272728,343.262828480114,0.352,FALSE,-11.57965167928708,13
1,18,2,PP09,1520,11.78,16,327.814417177914,318.92254601227,0.326,FALSE,-11.299828578236475,14
1,18,3,PP09,1520,11.78,16,249.777397260274,262.339469178082,0.438,FALSE,-11.373967432946902,13
1,18,4,PP09,1520,11.78,16,250.776785714286,275.516183035714,0.14,FALSE,-11.373967432946902,14
1,18,5,PP09,1520,11.78,16,256.730561555076,264.186943169547,0.926,FALSE,-11.373967432946902,11
1,18,6,PP09,1520,11.78,16,411.603464419476,160.336200842696,0.534,FALSE,-11.196427017953441,14
1,18,7,PP09,1520,11.78,16,269.005681818182,147.914390297203,0.572,FALSE,-11.342509735389783,13
1,18,8,PP09,1520,11.78,16,478.533266129032,401.121471774193,0.248,FALSE,-11.193103858267587,12
1,18,9,PP09,1520,11.78,16,357.284798534799,296.984460851648,0.546,FALSE,-11.299828578236475,14
1,18,10,PP09,1520,11.78,16,404.647556390978,294.911595394737,0.266,FALSE,-11.216338518421907,14
1,18,11,PP09,1520,11.78,16,476.870888157895,403.803453947368,0.304,FALSE,-11.193103858267587,13
1,18,12,PP09,1520,11.78,16,483.527315914489,420.886839370546,0.842,FALSE,-11.307669548826487,14
1,19,1,PP09,1541,11.78,5,242.965867158672,321.095912130996,0.542,TRUE,-11.370065603097636,12
1,19,2,PP09,1541,11.78,5,531.451219512195,309.392149390244,0.41,TRUE,-11.33646492754529,13
1,19,3,PP09,1541,11.78,5,610.0341796875,438.558197021484,0.512,TRUE,-11.320783136957726,14
1,19,4,PP09,1541,11.78,5,207.495059288537,318.872745800395,0.506,TRUE,-10.898081999611609,14
1,19,5,PP09,1541,11.78,5,211.686241610738,248.083578020134,0.298,TRUE,-10.919705390101884,13
1,19,6,PP09,1541,11.78,5,354.074367088608,164.687994462025,0.474,TRUE,-10.747996251164484,13
1,19,7,PP09,1541,11.78,5,376.401699029126,174.307873179612,0.206,TRUE,-10.76577713106704,12
1,19,8,PP09,1541,11.78,5,349.975961538461,287.364783653846,0.156,TRUE,-11.345862191596304,13
1,19,9,PP09,1541,11.78,5,367.112730061349,305.478335889571,0.326,TRUE,-11.13810270196477,14
1,19,10,PP09,1541,11.78,5,593.758169934641,275.988051470588,0.306,TRUE,-11.229578133885886,13
1,19,11,PP09,1541,11.78,5,39.9324845679012,174.47193287037,0.648,TRUE,-12.153158366617628,11
1,19,12,PP09,1541,11.78,5,91.7607868020306,340.837166878172,0.394,TRUE,-11.203683220974277,14
1,19,13,PP09,1541,11.78,5,102.4875,357.03515625,0.1,TRUE,-11.203683220974277,14
1,19,14,PP09,1541,11.78,5,362.98801369863,435.933486729452,0.292,TRUE,-11.608690528777604,13
1,20,1,PP09,1554,11.78,4,376.399253731343,307.52098880597,0.134,FALSE,-11.250213730611097,12
1,20,2,PP09,1554,11.78,4,466.929505813954,198.070721293605,0.344,FALSE,-10.9493499873771,14
1,20,3,PP09,1554,11.78,4,494.075,185.11171875,0.5,FALSE,-10.285190096582493,12
1,20,4,PP09,1554,11.78,4,487.335400763359,174.166567270992,0.524,FALSE,-10.285190096582493,14
1,20,5,PP09,1554,11.78,4,485.395220588235,182.717715992647,0.136,FALSE,-10.285190096582493,14
1,20,6,PP09,1554,11.78,4,301.895068807339,86.6703698394498,0.436,FALSE,-11.30673308297384,13
1,20,7,PP09,1554,11.78,4,479.450389105058,178.334751945525,0.514,FALSE,-10.9493499873771,14
1,20,8,PP09,1554,11.78,4,450.181451612903,142.581275201613,0.124,FALSE,-10.980477651343893,13
1,20,9,PP09,1554,11.78,4,479.805,163.8515625,0.25,FALSE,-10.9493499873771,13
1,20,10,PP09,1554,11.78,4,523.552989130435,193.681003736413,0.368,FALSE,-10.775254332384351,13
1,20,11,PP09,1554,11.78,4,519.498546511628,181.000181686046,0.172,FALSE,-10.285190096582493,14
1,20,12,PP09,1554,11.78,4,483.387445887446,159.679383116883,0.462,FALSE,-10.301614336846121,13
1,20,13,PP09,1554,11.78,4,300.709951456311,257.988850121359,0.412,FALSE,-11.62265087757794,12
1,20,14,PP09,1554,11.78,4,474.617346938776,167.040019132653,0.49,FALSE,-10.9493499873771,13
1,21,1,PP09,1638,11.78,19,366.205830388693,142.98324315371,0.566,FALSE,-11.391137924531636,14
1,21,2,PP09,1638,11.78,19,388.002873563218,69.3645608836207,0.696,FALSE,-11.854026330182052,13
1,21,3,PP09,1638,11.78,19,484.901067839196,383.506399183417,0.796,FALSE,-11.366722643848021,14
1,21,4,PP09,1638,11.78,19,619.748505976096,308.107414093625,0.502,FALSE,-11.132227736843902,12
1,21,5,PP09,1638,11.78,19,385.340909090909,142.419548393417,0.638,FALSE,-11.391137924531636,12
1,21,6,PP09,1638,11.78,19,373.82183908046,116.574622844828,0.174,FALSE,-11.793334160693906,14
1,21,7,PP09,1638,11.78,19,632.603326612906,366.912644909274,0.496,FALSE,-10.94648374958963,13
1,21,8,PP09,1638,11.78,19,384.284539473684,121.396998355263,0.304,FALSE,-11.391137924531636,14
