id_ppt,id_img,order,ppt,image,trial,x,y,duration,train,log_lik_saliency,n_neighbors
1,17,4,PP09,1488,3,506.056034482759,58.1627155172414,0.522,FALSE,-12.018510677666983,10
1,17,5,PP09,1488,3,380.668402777777,395.556640625,0.432,FALSE,-10.908643629714376,14
1,17,6,PP09,1488,3,142.137254901961,353.035386029412,0.51,FALSE,-11.146321010930876,13
1,17,7,PP09,1488,3,537.242822966507,141.370738636363,0.418,FALSE,-12.042323647850807,12
1,17,8,PP09,1488,3,503.652712264151,49.1855837264151,0.424,FALSE,-12.018510677666983,11
1,17,9,PP09,1488,3,362.484693877551,482.322225765306,0.49,FALSE,-11.352715168154315,13
1,17,10,PP09,1488,3,622.970545977011,376.976697198276,0.348,FALSE,-11.131636647889081,11
1,17,11,PP09,1488,3,294.758445945946,209.288956925676,0.74,FALSE,-11.579776835802143,13
1,17,12,PP09,1488,3,444.646164021164,475.706845238095,0.378,FALSE,-11.061941735416262,13
1,18,1,PP09,1520,16,249.928977272728,343.262828480114,0.352,FALSE,-11.57965167928708,13
1,18,2,PP09,1520,16,327.814417177914,318.92254601227,0.326,FALSE,-11.299828578236475,14
1,18,3,PP09,1520,16,249.777397260274,262.339469178082,0.438,FALSE,-11.373967432946902,13
1,18,4,PP09,1520,16,250.776785714286,275.516183035714,0.14,FALSE,-11.373967432946902,14
1,18,5,PP09,1520,16,256.730561555076,264.186943169547,0.926,FALSE,-11.373967432946902,11
1,18,6,PP09,1520,16,411.603464419476,160.336200842696,0.534,FALSE,-11.196427017953441,14
1,18,7,PP09,1520,16,269.005681818182,147.914390297203,0.572,FALSE,-11.342509735389783,13
1,18,8,PP09,1520,16,478.533266129032,401.121471774193,0.248,FALSE,-11.193103858267587,12
1,18,9,PP09,1520,16,357.284798534799,296.984460851648,0.546,FALSE,-11.299828578236475,14
1,18,10,PP09,1520,16,404.647556390978,294.911595394737,0.266,FALSE,-11.216338518421907,14
1,18,11,PP09,1520,16,476.870888157895,403.803453947368,0.304,FALSE,-11.193103858267587,13
1,18,12,PP09,1520,16,483.527315914489,420.886839370546,0.842,FALSE,-11.307669548826487,14
1,20,1,PP09,1554,4,376.399253731343,307.52098880597,0.134,FALSE,-11.250213730611097,12
1,20,2,PP09,1554,4,466.929505813954,198.070721293605,0.344,FALSE,-10.9493499873771,14
1,20,3,PP09,1554,4,494.075,185.11171875,0.5,FALSE,-10.285190096582493,12
1,20,4,PP09,1554,4,487.335400763359,174.166567270992,0.524,FALSE,-10.285190096582493,14
1,20,5,PP09,1554,4,485.395220588235,182.717715992647,0.136,FALSE,-10.285190096582493,14
1,20,6,PP09,1554,4,301.895068807339,86.6703698394498,0.436,FALSE,-11.30673308297384,13
1,20,7,PP09,1554,4,479.450389105058,178.334751945525,0.514,FALSE,-10.9493499873771,14
1,20,8,PP09,1554,4,450.181451612903,142.581275201613,0.124,FALSE,-10.980477651343893,13
1,20,9,PP09,1554,4,479.805,163.8515625,0.25,FALSE,-10.9493499873771,13
1,20,10,PP09,1554,4,523.552989130435,193.681003736413,0.368,FALSE,-10.775254332384351,13
1,20,11,PP09,1554,4,519.498546511628,181.000181686046,0.172,FALSE,-10.285190096582493,14
1,20,12,PP09,1554,4,483.387445887446,159.679383116883,0.462,FALSE,-10.301614336846121,13
1,20,13,PP09,1554,4,300.709951456311,257.988850121359,0.412,FALSE,-11.62265087757794,12
1,20,14,PP09,1554,4,474.617346938776,167.040019132653,0.49,FALSE,-10.9493499873771,13
1,21,1,PP09,1638,19,366.205830388693,142.98324315371,0.566,FALSE,-11.391137924531636,14
1,21,2,PP09,1638,19,388.002873563218,69.3645608836207,0.696,FALSE,-11.854026330182052,13
1,21,3,PP09,1638,19,484.901067839196,383.506399183417,0.796,FALSE,-11.366722643848021,14
1,21,4,PP09,1638,19,619.748505976096,308.107414093625,0.502,FALSE,-11.132227736843902,12
1,21,5,PP09,1638,19,385.340909090909,142.419548393417,0.638,FALSE,-11.391137924531636,12
1,21,6,PP09,1638,19,373.82183908046,116.574622844828,0.174,FALSE,-11.793334160693906,14
1,21,7,PP09,1638,19,632.603326612906,366.912644909274,0.496,FALSE,-10.94648374958963,13
1,21,8,PP09,1638,19,384.284539473684,121.396998355263,0.304,FALSE,-11.391137924531636,14
1,21,9,PP09,1638,19,415.973837209303,113.508357558139,0.43,FALSE,-11.791282815003933,14
1,23,1,PP09,1658,14,618.531484962406,324.889127114662,0.532,FALSE,-11.329616423375494,14
1,23,2,PP09,1658,14,692.382936507938,344.5703125,0.63,FALSE,-11.336148108036625,12
1,23,3,PP09,1658,14,489.159587378641,413.390283677184,0.412,FALSE,-11.568620475380445,13
1,23,4,PP09,1658,14,321.625,310.1953125,0.17,FALSE,-11.8097978528397,14
1,23,5,PP09,1658,14,691.951530612244,360.218696853742,0.882,FALSE,-11.336148108036625,14
1,23,6,PP09,1658,14,694.945652173913,339.996603260869,0.184,FALSE,-11.336148108036625,12
1,23,7,PP09,1658,14,662.931034482756,234.577047413793,0.116,FALSE,-11.01547505278339,14
1,23,8,PP09,1658,14,707.522249190937,10.962151092233,0.618,FALSE,-11.761580110216116,7
1,23,9,PP09,1658,14,617.069486404834,427.833506419939,0.662,FALSE,-11.312325497236998,12
1,23,10,PP09,1658,14,690.201113861388,417.025061881188,0.808,FALSE,-11.243983738464093,14
1,23,11,PP09,1658,14,695.963491295938,375.422736339458,1.034,FALSE,-11.213620757893839,11
1,23,12,PP09,1658,14,513.045886075949,428.89883306962,0.158,FALSE,-11.568620475380445,13
1,24,1,PP09,1670,13,416.293539325843,287.48595505618,0.89,FALSE,-11.496266587645934,14
1,24,2,PP09,1670,13,515.330578512397,348.136460485537,0.484,FALSE,-10.893450085424437,14
1,24,3,PP09,1670,13,538.834745762712,389.923199152542,0.354,FALSE,-10.739996970365976,14
1,24,4,PP09,1670,13,473.176136363636,321.493252840909,0.22,FALSE,-10.913474517966618,14
1,24,5,PP09,1670,13,438.896683673469,293.42115752551,0.588,FALSE,-11.496266587645934,14
1,24,6,PP09,1670,13,162.930506993007,452.786276223776,0.572,FALSE,-11.581227056968721,14
1,24,7,PP09,1670,13,348.611809045226,419.169087625628,0.398,FALSE,-11.013758057928866,13
1,24,8,PP09,1670,13,550.706106870229,330.661080629771,0.262,FALSE,-11.199298183408967,13
1,24,9,PP09,1670,13,529.432870370371,316.341145833333,0.108,FALSE,-11.466684298845884,14
1,24,10,PP09,1670,13,535.2578125,313.41064453125,0.16,FALSE,-11.466684298845884,14
1,24,11,PP09,1670,13,545.701923076923,314.891826923077,0.13,FALSE,-11.466684298845884,14
1,29,1,PP09,1699,26,294.396306818182,272.267844460228,0.176,FALSE,-11.970785538732024,13
1,29,2,PP09,1699,26,218.322368421053,244.089226973684,0.266,FALSE,-11.58595065938796,14
1,29,3,PP09,1699,26,198.331632653061,245.852200255102,0.49,FALSE,-11.473795348036859,13
1,29,4,PP09,1699,26,509.830508474576,225.993114406779,0.236,FALSE,-10.457960194226958,13
1,29,5,PP09,1699,26,214.701704545454,257.155539772727,0.264,FALSE,-11.58595065938796,11
1,29,6,PP09,1699,26,190.225591715976,253.402366863905,0.338,FALSE,-11.473795348036859,13
1,29,7,PP09,1699,26,499.281754032258,258.710307459677,0.496,FALSE,-11.404765104365193,13
1,29,8,PP09,1699,26,512.981770833333,270.184326171875,0.384,FALSE,-11.404765104365193,13
1,29,9,PP09,1699,26,173.377976190476,255.478050595238,0.252,FALSE,-11.473795348036859,13
1,29,10,PP09,1699,26,176.108552631579,243.753083881579,0.38,FALSE,-11.473795348036859,14
1,29,11,PP09,1699,26,491.239951768489,222.66755426045,0.622,FALSE,-10.457960194226958,12
1,29,12,PP09,1699,26,338.084532374101,217.252135791367,0.278,FALSE,-10.769642143755668,11
1,29,13,PP09,1699,26,174.797348484849,230.546875,0.66,FALSE,-11.856666544301254,13
1,29,14,PP09,1699,26,211.288793103448,269.066540948276,0.29,FALSE,-11.58595065938796,13
1,29,15,PP09,1699,26,503.110887096774,266.748991935484,0.62,FALSE,-11.404765104365193,11
1,29,16,PP09,1699,26,656.672453703706,198.174370659722,0.432,FALSE,-11.446423544008134,14
2,2,1,PP10,1014,25,492.65,200.134615384615,0.65,FALSE,-10.650789986456955,14
2,2,2,PP10,1014,25,450.934233449478,170.58130988676,0.574,FALSE,-10.477951793383887,13
2,2,3,PP10,1014,25,144.575471698113,328.788325471698,0.212,FALSE,-11.760799636190555,14
2,2,4,PP10,1014,25,223.054545454546,272.245738636363,0.55,FALSE,-11.210794132135401,13
2,2,5,PP10,1014,25,181.714449541284,211.294079701835,0.654,FALSE,-11.759589764300273,14
2,2,6,PP10,1014,25,80.1891762452106,60.5334051724137,0.522,FALSE,-11.466155007530485,12
2,2,7,PP10,1014,25,214.682377049181,44.2478867827869,0.244,FALSE,-12.075814534190457,11
2,2,8,PP10,1014,25,492.66594292804,90.7592470533498,0.806,FALSE,-10.530443024982652,13
2,3,1,PP10,1049,20,484.443396226415,375.060804834906,1.06,FALSE,-11.275857790440323,14
2,3,2,PP10,1049,20,503.746693121693,389.419022817461,0.378,FALSE,-11.275857790440323,12
2,3,3,PP10,1049,20,379.143175074184,146.129682863501,0.674,FALSE,-11.38274125932243,12
2,3,4,PP10,1049,20,128.520604395604,54.2745535714286,0.91,FALSE,-11.656621764813092,12
2,3,5,PP10,1049,20,317.622679045093,242.753750828913,0.754,FALSE,-10.996848041554728,13
2,3,6,PP10,1049,20,301.746794871795,365.211838942308,0.156,FALSE,-11.6658938270899,13
2,3,7,PP10,1049,20,311.05,375.765625,0.15,FALSE,-11.6658938270899,13
2,3,8,PP10,1049,20,222.614889705882,482.36873851103,0.272,FALSE,-10.726436514421891,14
2,3,9,PP10,1049,20,216.006944444444,472.989908854167,0.144,FALSE,-10.587210348971475,14
2,3,10,PP10,1049,20,271.227678571429,443.348911830357,0.336,FALSE,-10.73601604596406,14
2,3,11,PP10,1049,20,258.482142857143,532.754703443877,0.196,FALSE,-11.30137107788314,12
2,3,12,PP10,1049,20,169.752358490566,356.974130306604,0.212,FALSE,-11.678924588710462,14
2,3,13,PP10,1049,20,145.538949275363,343.665081521739,0.276,FALSE,-11.605672850291183,11
2,3,14,PP10,1049,20,263.451312154696,461.202412810774,0.724,FALSE,-10.73601604596406,12
2,4,1,PP10,1087,1,382.711538461539,288.312800480769,0.26,FALSE,-11.838196620797117,13
2,4,2,PP10,1087,1,675.621165644169,362.946942101227,0.326,FALSE,-11.113291093487932,13
2,4,3,PP10,1087,1,645.652964205819,339.713978607383,0.894,FALSE,-11.301460138169075,14
2,4,4,PP10,1087,1,678.155829596412,337.589335762332,0.446,FALSE,-11.301460138169075,14
2,4,5,PP10,1087,1,752.318014705881,315.375689338235,0.68,FALSE,-10.857820958827418,11
2,4,6,PP10,1087,1,569.39453125,338.3349609375,0.64,FALSE,-11.473143546652926,13
2,4,7,PP10,1087,1,769.21875,286.452073317308,0.312,FALSE,-10.522204609497884,10
2,4,8,PP10,1087,1,723.276289682537,274.529157366072,1.008,FALSE,-11.071503645260728,13
2,4,9,PP10,1087,1,759.210137795275,238.795483206201,2.032,FALSE,-11.220850479833159,10
2,4,10,PP10,1087,1,365.201149425287,321.376616379311,0.348,FALSE,-11.658676800512403,14
2,4,11,PP10,1087,1,442.378246753247,322.143871753247,0.154,FALSE,-11.298961615341193,12
2,5,1,PP10,1092,19,492.207602339181,269.692297149123,0.342,FALSE,-10.157018973822094,13
2,5,2,PP10,1092,19,527.300347222223,226.62353515625,0.576,FALSE,-11.138152337117628,14
2,5,3,PP10,1092,19,551.571180555556,202.18505859375,0.864,FALSE,-11.138152337117628,14
2,5,4,PP10,1092,19,210.530753968254,133.998325892857,0.252,FALSE,-11.193652911683884,13
2,5,5,PP10,1092,19,456.09375,234.728285845588,0.136,FALSE,-10.662835742757537,14
2,5,6,PP10,1092,19,458.411246612466,209.011369410569,0.738,FALSE,-10.662835742757537,13
2,5,7,PP10,1092,19,296.871827411167,370.273834073604,0.394,FALSE,-11.342117089811952,14
2,5,8,PP10,1092,19,367.833333333333,291.413225446428,1.68,FALSE,-10.504268462376203,13
2,5,9,PP10,1092,19,483.107206405694,452.464690836299,0.562,FALSE,-11.226019505201734,14
2,5,10,PP10,1092,19,280.963199013158,226.110197368421,1.216,FALSE,-10.524225226718922,14
2,6,1,PP10,1099,8,187.554133858268,142.071389025591,0.508,FALSE,-10.436117998031246,12
2,6,2,PP10,1099,8,45.0092729970326,71.5156713649852,0.674,FALSE,-12.020971502868314,11
2,6,3,PP10,1099,8,258.865131578948,101.914576480263,0.608,FALSE,-11.118966050581992,13
2,6,4,PP10,1099,8,4.04011461318052,64.810731554441,0.698,FALSE,-12.65149857994592,7
2,6,5,PP10,1099,8,167.490458015267,121.000566555343,0.524,FALSE,-10.436117998031246,14
2,6,7,PP10,1099,8,203.547904191617,132.772735778443,0.334,FALSE,-10.242571601046029,14
2,6,8,PP10,1099,8,369.915966386554,232.518710609244,0.238,FALSE,-10.73085970766746,13
2,6,9,PP10,1099,8,465.17803030303,270.411931818182,0.33,FALSE,-10.80016121043862,13
2,6,10,PP10,1099,8,484.753378378378,301.171875,0.37,FALSE,-10.883360194557387,14
2,6,11,PP10,1099,8,150.092147435897,149.9755859375,0.624,FALSE,-10.283150756211214,13
2,6,12,PP10,1099,8,350.768008474576,229.071769067797,0.236,FALSE,-10.78445373989962,13
2,6,13,PP10,1099,8,457.439365671642,255.267607276119,0.268,FALSE,-10.80016121043862,11
2,6,14,PP10,1099,8,483.963293650794,282.905505952381,0.252,FALSE,-10.883360194557387,13
2,7,1,PP10,1211,6,390.349616858238,286.947737068965,0.522,FALSE,-11.520303267232187,13
2,7,2,PP10,1211,6,397.587365591398,284.122983870968,0.186,FALSE,-11.520303267232187,13
2,7,3,PP10,1211,6,509.949048913044,417.130180027174,0.368,FALSE,-11.323577817036693,12
2,7,4,PP10,1211,6,461.296296296296,457.191297743055,0.432,FALSE,-11.045624642936296,12
2,7,5,PP10,1211,6,359.040178571429,389.953962053572,0.28,FALSE,-11.30174635189744,14
2,7,6,PP10,1211,6,475.550271739131,445.771059782609,0.368,FALSE,-11.045624642936296,13
2,7,7,PP10,1211,6,442.404661016949,471.165750794491,0.472,FALSE,-11.045624642936296,14
2,7,8,PP10,1211,6,389.153225806452,428.408518145162,0.372,FALSE,-11.088024186874932,13
2,7,9,PP10,1211,6,474.492963576159,475.139046978477,0.604,FALSE,-11.045624642936296,13
2,7,10,PP10,1211,6,470.034898477157,494.27248572335,0.788,FALSE,-10.894121712393428,13
2,7,11,PP10,1211,6,393.125,430.111607142857,0.21,FALSE,-11.088024186874932,13
2,7,12,PP10,1211,6,468.246609669811,480.031369767099,1.696,FALSE,-11.045624642936296,14
2,7,13,PP10,1211,6,374.982358870968,360.301946824597,0.496,FALSE,-11.40370054077438,14
2,7,14,PP10,1211,6,262.145,200.5125,0.5,FALSE,-11.95557864400108,14
2,9,1,PP10,1266,12,566.785481770833,201.422119140625,0.768,FALSE,-10.810204064063711,14
2,9,2,PP10,1266,12,605.036016949152,153.706302966102,0.59,FALSE,-10.959172852622435,13
2,9,3,PP10,1266,12,676.583904109587,68.5185680650687,0.292,FALSE,-11.469813357793758,14
2,9,4,PP10,1266,12,635.758670520231,78.1803197254336,0.346,FALSE,-11.373676390270557,13
2,9,5,PP10,1266,12,557.494122257053,238.482072884013,0.638,FALSE,-11.09829416564484,13
2,9,6,PP10,1266,12,606.973244147157,163.270798494983,0.598,FALSE,-10.577984250307866,13
2,9,7,PP10,1266,12,682.018369175625,96.6334845430108,0.558,FALSE,-11.095404924687617,14
2,9,8,PP10,1266,12,588.073830409357,155.126096491228,0.684,FALSE,-10.65646675672132,14
2,9,9,PP10,1266,12,603.713894422311,107.965404008964,1.004,FALSE,-10.79114563109513,14
2,9,10,PP10,1266,12,334.811970338983,195.494570974576,0.472,FALSE,-10.943695856039241,14
2,9,11,PP10,1266,12,596.158439490446,239.46369924363,0.628,FALSE,-10.810204064063711,13
2,9,12,PP10,1266,12,595.963010204082,202.013911033163,0.392,FALSE,-10.810204064063711,13
2,11,1,PP10,1316,2,406.760077793494,234.558986032532,1.414,FALSE,-10.336342471130394,13
2,11,2,PP10,1316,2,327.463727678571,282.793317522322,0.448,FALSE,-11.073793269669391,14
2,11,3,PP10,1316,2,636.063432835819,291.184701492537,0.268,FALSE,-10.419466949492719,14
2,11,4,PP10,1316,2,461.053719008264,240.358664772727,0.726,FALSE,-10.457954896743386,14
2,11,6,PP10,1316,2,449.379980079681,217.128361553785,0.502,FALSE,-10.457954896743386,14
2,15,1,PP10,1393,9,398.609234234234,279.724451013513,0.222,FALSE,-10.732863903254753,12
2,15,2,PP10,1393,9,253.01,165.1171875,0.25,FALSE,-11.583058037170375,14
2,15,3,PP10,1393,9,251.243990384616,173.814978966346,0.208,FALSE,-11.583058037170375,13
2,15,4,PP10,1393,9,310.661426380368,211.075896280675,0.652,FALSE,-10.881577581789555,13
2,15,5,PP10,1393,9,319.647832817338,207.302147832817,0.646,FALSE,-10.881577581789555,14
2,15,6,PP10,1393,9,427.706653225806,203.093497983871,0.248,FALSE,-10.962791249883459,14
2,15,7,PP10,1393,9,601.486061151079,169.576214028777,0.556,FALSE,-11.068909441113593,14
2,15,8,PP10,1393,9,310.740352348993,213.684327810403,0.596,FALSE,-10.881577581789555,13
2,15,9,PP10,1393,9,345.418577981651,197.106149655963,0.218,FALSE,-11.482853440336577,14
